Year,AZ__PDSI,CA__PDSI,CO__PDSI,KS__PDSI,NV__PDSI,NM__PDSI,TX__PDSI,UT__PDSI,AZ__T,CA__T,CO__T,KS__T,NV__T,NM__T,TX__T,UT__T,AZ__dT,CA__dT,CO__dT,KS__dT,NV__dT,NM__dT,TX__dT,UT__dT,AZ__P,CA__P,CO__P,KS__P,NV__P,NM__P,TX__P,UT__P,AZ__dP,CA__dP,CO__dP,KS__dP,NV__dP,NM__dP,TX__dP,UT__dP
660,-5.87,-4.188,-4.669,0.21409,-5.609,-4.439,-1.16683,-4.927,16.27612,15.52143,8.11117,12.50548,10.69094,12.83209,18.89963,9.55863,-1.24006,-1.19935,-0.81139,0.03498,-1.48133,-1.20154,-0.43391,-1.34954,198.78716,564.34583,287.73166,600.61292,189.97682,249.33347,599.57642,206.60667,103.76585,-174.90327,104.38268,113.36151,-10.18552,96.84796,155.26711,87.45464
661,-5.01,-4.768,-5.24,0.21409,-5.089,-3.909,-1.16683,-3.902,16.27612,15.52143,8.11117,12.50548,10.69094,12.83209,18.89963,9.55863,-1.24006,-1.19935,-0.81139,0.03498,-1.48133,-1.20154,-0.43391,-1.34954,198.78716,564.34583,287.73166,600.61292,189.97682,249.33347,599.57642,206.60667,103.76585,-174.90327,104.38268,113.36151,-10.18552,96.84796,155.26711,87.45464
662,-1.107,1.537,-1.947,-0.60831,1.072,-2.528,-1.2461,2.145,14.78876,14.42083,6.9768,12.47442,9.08879,11.49704,18.4256,8.11308,1.09563,0.57585,1.29507,0.96565,1.09928,0.81866,0.28168,1.27846,286.85284,572.62347,329.4689,553.25909,206.95181,281.23752,587.08124,273.7814,13.38977,-4.84518,1.34498,-66.36396,5.46908,1.5222,-44.32043,14.49246
663,-2.944,0.532,-4.521,-2.34861,-1.837,-4.012,-2.96696,-1.442,16.16729,15.24559,7.67416,12.82759,9.56534,12.55442,19.0604,9.59823,-1.32729,-0.64999,-1.02319,-0.7174,-0.73401,-0.73831,-0.14935,-1.3307,213.10646,411.38968,324.24884,450.47269,150.97336,195.46579,454.03369,215.67651,95.02102,487.02945,127.75051,242.63518,83.715,82.38182,83.29889,136.27397
664,-3.564,-3.034,-3.853,0.24857,-5.226,-2.239,-1.02851,-4.605,16.32498,15.37081,7.57769,11.83323,10.12467,12.67583,18.52376,9.20366,-1.04098,-0.65968,-0.45986,0.383,-0.86042,-1.12282,-0.46164,-0.80799,182.92125,557.56952,303.85043,647.43048,191.5728,256.00864,614.72711,204.77927,133.25638,-184.98634,90.7567,61.12606,-2.94862,117.63043,132.37158,92.96368
665,-0.96,-1.815,-0.573,-0.99026,-2.67,0.411,2.17331,-1.626,15.03348,15.0031,6.80741,11.95698,9.70342,11.51063,17.72923,8.64546,-0.37458,-0.55048,-0.01117,0.70252,-0.41862,0.01452,0.70319,-0.29694,240.36659,346.86826,357.69537,591.04303,161.79118,258.26132,624.25165,239.85275,86.40951,75.26376,67.15863,116.44469,71.8885,88.69523,157.3649,60.83571
666,-0.58,0.089,-0.677,-0.78563,-2.099,0.038,1.40224,-1.515,15.13074,14.96519,6.89988,11.84168,9.67415,11.54069,17.63605,8.81704,-0.58671,-0.61921,-0.27801,0.52762,-0.63798,-0.10629,0.72231,-0.58525,265.36725,404.04816,310.68088,483.50937,159.36723,273.22241,652.13495,214.50247,121.18292,80.83328,153.43019,268.97021,97.50814,93.05205,58.8949,122.2925
667,-0.894,-0.941,-0.964,-0.94915,-2.195,-0.198,1.70785,-1.578,15.0126,14.93466,6.97772,12.0772,9.63884,11.40659,17.44596,8.78669,-0.55394,-0.68566,-0.49549,0.18606,-0.62905,-0.186,0.63533,-0.72509,277.46744,342.19949,316.14484,513.79327,188.58365,268.90665,695.9364,203.82239,41.76923,134.56613,86.39539,180.05199,56.58112,69.2289,5.37376,104.99467
668,0.971,0.566,1.48,-1.39551,-0.692,1.864,-2.57337,0.148,15.46148,14.46631,6.33595,11.46787,8.55612,11.38601,17.74686,7.92323,0.97092,-0.05953,0.8097,0.79633,0.02795,0.86374,0.60134,0.48121,305.46411,550.22156,444.18939,709.53284,193.32661,343.79599,709.02686,246.02478,23.65444,111.76487,-25.42339,-104.41243,16.4761,31.49383,25.47616,-12.52546
669,-0.785,-0.591,-0.548,-0.78563,-1.474,-0.409,1.40224,-0.563,15.13074,14.96519,6.89988,11.84168,9.67415,11.54069,17.63605,8.81704,-0.58671,-0.61921,-0.27801,0.52762,-0.63798,-0.10629,0.72231,-0.58525,265.36725,404.04816,310.68088,483.50937,159.36723,273.22241,652.13495,214.50247,121.18292,80.83328,153.43019,268.97021,97.50814,93.05205,58.8949,122.2925
670,-1.922,-3.396,-0.054,-1.35579,-1.755,-0.318,0.81498,-0.572,15.24123,14.9858,7.13951,12.34153,9.82089,11.56111,17.64802,8.93104,-0.24764,-0.62163,-0.00412,0.59698,-0.37109,0.09267,0.65562,-0.27089,259.67877,311.69418,371.5752,605.77905,179.17397,265.85886,662.50006,253.05684,31.26549,128.3913,5.62013,72.41391,58.66979,50.08123,89.85838,46.37157
671,-0.41,-1.361,-1.221,-1.09957,1.252,-1.272,-0.80478,2.038,14.53551,14.7315,6.30507,11.43195,8.79416,11.36145,18.22498,7.78776,0.2996,-0.56295,0.3153,0.41626,0.02737,0.40953,0.42447,0.21732,299.54279,432.42404,349.96753,495.71371,179.4054,230.38501,434.9035,250.72453,78.95856,382.18799,93.66918,101.95776,55.74133,126.11365,165.37238,80.88081
672,0.092,1.228,-2.227,-0.43448,2.721,-2.42,-0.87989,3.699,15.07489,14.54293,7.16899,12.14359,9.44604,11.65801,18.33815,8.24006,0.77672,0.74504,0.84655,1.02608,1.07634,0.36912,-0.00384,0.982,299.19968,615.59686,335.62759,520.54858,191.62074,316.13586,612.3573,297.24963,26.8855,-47.93129,20.62095,-52.07459,16.03021,-11.15523,34.07267,26.50406
673,0.696,-0.823,1.724,-1.23888,0.539,0.583,-0.55753,1.478,15.33098,14.70019,6.79744,12.05903,9.39836,11.63366,17.90714,8.34916,-0.19855,-0.12588,0.35245,0.32768,0.01768,-0.01555,0.22577,0.17974,242.32619,530.35791,425.72815,719.11072,189.72166,326.62119,691.84674,243.10092,184.98775,249.68797,87.71882,106.45332,115.10684,242.79076,211.62018,158.48856
674,0.079,1.76,1.958,-0.35158,1.086,-0.652,-1.61006,1.636,14.66973,14.72701,6.50397,11.59541,8.99367,11.40105,18.16874,7.94865,0.38421,-0.32719,0.36574,0.41279,0.21183,0.41263,0.36949,0.34994,296.83621,475.89444,351.38168,506.55423,187.54333,245.73048,476.00153,264.61734,70.67739,295.0755,85.23451,82.53197,49.87214,113.88217,148.33406,65.6236
675,1.162,1.718,2.481,2.821,1.798,1.24,-0.45014,2.567,14.52599,14.49011,6.24435,12.04413,9.22744,10.97204,17.80147,8.08999,0.76992,0.23609,0.66264,0.11959,0.34753,0.85888,0.43877,0.96832,277.72443,611.69305,387.70245,846.07556,225.84314,304.80704,773.2019,292.37378,42.93464,-130.42496,-25.9725,-202.60312,-37.44821,87.13953,-57.66034,-36.24063
676,0.436,1.208,0.471,-0.24123,-0.054,0.169,-0.81513,0.084,14.72347,14.81199,6.52332,11.73451,9.09738,11.37271,18.03082,8.16212,0.35898,-0.47813,0.26417,0.04105,0.06249,0.48207,0.47846,0.26765,284.6655,485.66052,360.6011,533.5304,202.95026,235.18951,486.87393,261.97354,67.32035,309.30603,99.65459,129.77208,52.06297,145.65524,162.42055,64.5572
677,-5.241,-4.625,-5.403,0.25277,-5.586,-4.758,-1.24242,-5.581,16.3606,15.82405,9.04699,13.76593,11.68539,12.95371,19.25746,10.40742,-1.42127,-1.60944,-1.30769,-0.31275,-2.08252,-1.20558,-0.03384,-2.09207,234.88255,438.97348,263.12808,514.11133,175.83717,236.56866,574.06726,194.927,52.08948,-5.72774,99.90978,64.95269,-13.24309,78.02271,42.25304,51.6041
678,-4.068,-4.704,-5.951,0.21409,-4.998,-3.266,-1.16683,-4.393,16.27612,15.52143,8.11117,12.50548,10.69094,12.83209,18.89963,9.55863,-1.24006,-1.19935,-0.81139,0.03498,-1.48133,-1.20154,-0.43391,-1.34954,198.78716,564.34583,287.73166,600.61292,189.97682,249.33347,599.57642,206.60667,103.76585,-174.90327,104.38268,113.36151,-10.18552,96.84796,155.26711,87.45464
679,-0.021,2.222,0.272,-1.39636,1.501,-1.1,-1.29096,2.252,14.79913,14.34333,6.95855,12.31667,9.05026,11.50291,18.39817,8.08471,0.88598,0.87083,0.93818,0.82719,1.47472,0.64807,0.29213,1.25701,309.88818,557.42859,366.06528,688.28223,200.96785,322.6369,743.79449,285.14987,22.396,0.67216,-4.72272,-129.63654,5.53211,1.8962,-131.93311,-7.3575
680,-1.354,1.319,-1.939,0.24,-0.403,-2.719,-0.67571,0.409,15.10338,14.67737,6.80471,12.37588,9.69663,11.66765,18.23962,8.88675,-0.27596,0.10986,-0.31963,-0.11337,-0.14426,-0.53055,-0.4501,-0.47139,277.22363,472.7793,318.49753,624.16687,189.94777,346.89783,759.25037,231.47902,-9.04887,177.0097,70.49291,249.42258,40.79492,-66.45471,27.92603,62.1306
681,-3.143,-2.049,-1.905,-2.9353,-1.756,-2.801,-2.56553,-0.857,16.02348,15.29689,7.72012,12.98539,9.78723,12.46601,19.00675,9.55702,-1.04557,-0.64139,-0.94642,-0.63443,-0.71918,-0.57756,-0.09925,-1.09198,236.4948,402.20563,330.90665,485.96014,152.15573,225.78722,515.57037,234.08704,84.82288,493.69061,121.50542,183.35298,88.41496,59.39323,30.33284,119.92751
682,0.359,2.642,1.049,-0.30098,1.993,-0.159,0.08878,2.495,14.59911,14.31709,6.74204,12.3127,9.09817,11.39113,18.33356,7.91189,0.65818,0.76598,0.85567,0.96134,1.34314,0.53246,0.48804,1.19268,303.26501,518.54309,355.88217,675.85645,209.75574,308.38458,760.10712,287.49683,62.97153,51.43919,15.55375,-70.64855,-11.78016,70.57526,-99.10548,-28.68177
683,0.017,-1.16,1.343,2.05605,-1.228,2.255,2.73934,-0.547,15.80154,15.23436,6.48992,11.75886,8.62374,11.50887,17.99224,8.16363,0.13772,-0.1188,0.46241,0.37014,0.22103,0.36329,0.65041,0.19779,248.14914,348.85193,373.88828,764.58429,160.96756,301.18646,667.17261,215.34045,46.64797,148.21404,67.57513,-74.97089,53.15213,24.76061,-3.23085,71.04042
684,0.757,-0.739,0.219,1.01673,-1.177,1.881,1.70139,0.104,15.77769,15.12216,6.48619,11.82879,8.61694,11.58553,18.03,8.08844,-0.08584,-0.04305,0.39411,0.51864,0.17268,0.02643,0.27849,0.11895,259.37885,334.44193,392.36975,766.67535,170.39052,321.57031,667.39838,218.45514,75.35036,192.24606,85.32556,-84.10675,79.85533,102.83755,54.73915,113.2198
685,-0.947,1.184,-0.983,0.22603,-0.578,-1.306,-0.26415,0.073,15.24829,14.8528,6.82842,12.41716,9.89082,11.75704,18.17415,9.02634,-0.5084,-0.13025,-0.50941,-0.18533,-0.39133,-0.71955,-0.37782,-0.76014,272.21231,489.49402,306.32422,604.31323,174.17839,352.85037,781.83759,213.48906,-0.8444,181.9229,90.9152,358.29102,54.46369,-63.74864,67.81182,84.65117
686,-5.038,-2.529,-4.274,-2.24351,-2.861,-4.439,-3.50901,-2.215,15.84197,14.85207,8.28884,13.70049,10.06181,12.56161,19.23673,9.49352,-0.84215,-0.22135,-0.778,-0.61855,-0.52392,-0.68133,-0.44844,-0.82144,221.43031,482.17233,280.18045,439.40979,160.9857,215.45419,416.11432,207.02602,18.17225,-6.73272,57.88849,95.06782,18.3427,36.62391,158.53253,34.28978
687,-3.016,-2.407,-2.414,-2.68799,-2.142,-2.151,-2.64304,-1.422,15.58306,15.05386,7.8226,13.31549,10.00435,12.29726,18.96351,9.43105,-0.56395,-0.38923,-0.82747,-0.76759,-0.82927,-0.41028,-0.24183,-0.92556,208.54172,399.84082,340.37335,501.48276,140.44145,225.88594,553.74982,234.61961,128.38004,362.20673,36.5456,39.46533,92.26739,49.02561,-7.10358,66.16293
688,1.077,-1.105,1.914,-1.05902,1.775,1.661,1.37435,2.982,15.34141,15.11057,6.86648,11.96015,9.51539,11.52093,17.93006,8.5862,0.39973,-0.09341,0.23515,-0.02219,0.24801,0.54423,0.46456,0.4967,352.27032,430.33301,442.89685,746.13776,203.94498,417.42322,853.66492,327.05124,-82.0793,215.60486,-41.27261,-24.01904,24.67856,-97.49141,-269.43137,-30.35223
689,4.633,2.129,4.384,-1.77107,3.05,3.926,1.92978,3.732,15.86763,15.35382,7.61506,12.51337,9.98394,11.91897,18.32019,9.26343,0.74753,0.2796,0.62935,0.11459,0.77377,0.86511,0.24632,0.90874,390.88123,545.33618,441.93613,783.97021,250.8335,451.20874,961.24597,339.80081,-126.24427,-9.53793,-93.18004,-166.66321,-43.53072,-214.26762,-359.29587,-90.07632
690,0.428,0.503,-2.227,-1.07873,1.414,-1.815,-0.81274,1.804,15.11492,14.58396,7.1337,12.02836,9.49113,11.6634,18.29364,8.25684,0.65624,0.68339,0.68803,0.93017,0.96697,0.22209,-0.111,0.8206,301.41119,621.78937,337.37915,512.39404,186.35027,317.1709,604.90784,303.68521,28.88867,-38.05858,34.42285,-47.33033,30.04885,-8.09307,68.09229,35.58588
691,0.112,0.439,0.533,-0.72852,1.54,-0.483,-1.65712,2.334,14.58179,14.73497,6.37797,11.47409,8.85591,11.37309,18.20179,7.83476,0.35334,-0.48213,0.3499,0.41708,0.10723,0.43716,0.41978,0.29021,298.86188,451.81436,351.83481,496.59369,183.05031,232.98993,441.36554,257.63849,76.53202,349.50049,91.31516,88.5663,53.63354,125.79235,163.72935,75.51921
692,-0.217,2.422,-1.251,-0.6949,3.334,-3.029,-1.16248,3.696,14.91593,14.45151,7.13944,12.35018,9.20818,11.61514,18.45806,8.16241,1.04355,0.77857,1.16724,1.11488,1.27711,0.75568,0.2931,1.31253,297.12827,585.35376,339.7886,557.69452,202.85466,305.29428,620.60504,276.69626,17.84822,-31.8954,-8.17323,-67.44514,-11.93612,-11.04603,-47.83846,10.58602
693,1.019,1.627,0.257,-0.30098,2.619,-0.786,0.08878,3.249,14.59911,14.31709,6.74204,12.3127,9.09817,11.39113,18.33356,7.91189,0.65818,0.76598,0.85567,0.96134,1.34314,0.53246,0.48804,1.19268,303.26501,518.54309,355.88217,675.85645,209.75574,308.38458,760.10712,287.49683,62.97153,51.43919,15.55375,-70.64855,-11.78016,70.57526,-99.10548,-28.68177
694,-1.245,0.035,-0.993,-0.52769,-0.156,-1.78,-0.43456,0.261,14.97926,14.55621,6.7691,12.36352,9.53278,11.59534,18.27597,8.74775,-0.06814,0.22396,-0.11627,-0.03514,0.03226,-0.3402,-0.4221,-0.23294,278.91324,469.36398,323.82489,631.32794,198.17303,335.7236,738.0249,242.0247,-10.51795,170.19875,58.56622,176.58446,35.06327,-59.84463,0.048,48.84095
695,-1.454,0.096,-0.301,-0.75255,-0.074,-1.337,-0.21321,0.343,15.07141,14.80181,6.70372,12.20935,9.62747,11.66091,18.19798,8.74072,-0.31142,-0.20043,-0.31026,-0.05225,-0.27993,-0.46165,-0.21825,-0.52555,278.24161,474.12891,316.27393,584.99054,176.69814,326.00458,707.06342,222.30667,14.56915,226.56795,88.77914,292.88568,53.28737,-24.71682,82.54012,81.46335
696,0.464,0.665,0.105,-0.35158,1.2,-0.153,-1.61006,1.722,14.66973,14.72701,6.50397,11.59541,8.99367,11.40105,18.16874,7.94865,0.38421,-0.32719,0.36574,0.41279,0.21183,0.41263,0.36949,0.34994,296.83621,475.89444,351.38168,506.55423,187.54333,245.73048,476.00153,264.61734,70.67739,295.0755,85.23451,82.53197,49.87214,113.88217,148.33406,65.6236
697,-0.643,-1.706,0.37,1.34996,-2.27,0.823,1.89587,-1.729,15.28762,15.09419,6.68519,12.03159,9.84768,11.57391,18.17486,8.72313,0.00848,-0.366,0.33083,0.4534,-0.1072,0.49846,0.8967,-0.00083,211.407,405.99091,396.76431,727.87323,129.06807,289.08246,615.30084,237.47095,137.04897,109.93995,68.38145,31.18928,75.46211,39.05643,111.72642,80.33295
698,0.801,0.82,0.075,-1.54185,-0.957,0.401,-0.98715,0.268,15.06306,14.78212,6.67471,11.88928,9.20369,11.44563,17.8662,8.36285,0.37985,-0.36602,0.23006,-0.18892,0.09575,0.47703,0.46017,0.28639,275.60675,529.56934,378.27734,580.3009,212.30569,259.67621,562.90112,262.15826,58.78534,242.2408,99.58707,147.35567,51.40724,149.46501,157.62854,56.49994
699,-2.655,-4.484,-2.83,-1.13288,-6.015,-1.267,2.37503,-5.776,16.70742,15.5195,7.9661,12.71553,10.09302,12.52468,18.43428,9.65996,-0.29577,0.07639,-0.07229,0.09823,0.01369,-0.17528,0.15702,0.10622,184.58218,457.12146,278.1908,597.91711,149.55606,295.65652,805.828,190.61771,76.76722,74.0522,84.31928,75.18887,38.02766,-11.33575,-106.42539,62.51054
700,-2.09,-3.294,0.64,0.66938,-2.878,1.177,1.3437,-1.941,15.43691,15.04606,6.92671,12.27237,9.9486,11.66212,18.14777,8.91693,0.09737,-0.36908,0.4729,0.6374,-0.05255,0.5708,0.87031,0.12454,215.13727,384.95032,413.888,729.53339,134.75267,287.91797,618.37207,264.13947,115.32768,115.43668,23.66356,7.93295,76.48827,21.66682,110.77853,55.18352
701,-0.09,1.817,-5.942,-2.93137,-2.078,-1.84,-2.18249,-2.563,15.87076,15.66596,7.37774,12.85064,10.21004,11.65343,18.16394,9.25254,-0.51761,-0.31415,0.01419,0.35455,-0.17618,-0.31843,-0.21397,0.01672,320.211,392.93579,336.9429,493.86859,189.00267,377.31064,536.21069,236.24551,10.26637,111.64147,75.60567,281.02463,70.12919,-22.64843,189.55688,79.60751
702,-0.416,-0.2,-2.577,-1.53941,-1.353,-1.462,-0.86737,-0.631,15.35793,14.94077,7.09529,12.11075,9.82127,11.69152,17.79179,9.09992,-0.58383,-0.56816,-0.31079,0.38554,-0.66828,-0.15536,0.55744,-0.65328,272.52942,444.15652,305.61273,467.15808,154.44542,296.79703,679.49231,220.06755,122.95051,120.24265,157.54028,334.81073,112.0787,52.28596,10.54674,133.66632
703,-0.48,-0.236,-0.64,-1.14254,-0.535,-0.598,0.27239,-0.405,15.31645,14.93719,7.08526,11.98947,9.76019,11.62788,17.6507,9.05165,-0.59824,-0.65704,-0.28872,0.49417,-0.70047,-0.05905,0.75268,-0.64276,274.73514,426.89508,305.12057,449.94714,155.8076,284.80975,669.42444,218.65327,134.1021,106.34022,166.61554,322.08655,115.26118,75.15211,-0.66284,141.42816
704,-4.113,-1.913,-2.992,-0.22912,-3.864,-2.358,-2.03159,-3.422,16.29025,15.29146,7.64081,12.06687,10.07163,12.62181,18.54534,9.25868,-0.9668,-0.45866,-0.45748,0.31115,-0.67445,-1.02876,-0.40032,-0.72824,188.93053,522.26038,302.28049,620.18921,185.20084,250.662,587.40857,202.48279,118.50944,-133.49767,80.0548,37.44107,2.3174,110.21398,107.45505,80.1768
705,-1.496,0.057,-1.622,-0.52769,-0.253,-1.758,-0.43456,0.306,14.97926,14.55621,6.7691,12.36352,9.53278,11.59534,18.27597,8.74775,-0.06814,0.22396,-0.11627,-0.03514,0.03226,-0.3402,-0.4221,-0.23294,278.91324,469.36398,323.82489,631.32794,198.17303,335.7236,738.0249,242.0247,-10.51795,170.19875,58.56622,176.58446,35.06327,-59.84463,0.048,48.84095
706,-3.144,-0.795,-5.669,-3.36804,-3.2,-4.216,-4.55797,-3.087,15.60376,14.68151,7.89583,13.49733,9.83458,12.28378,19.12715,9.26491,-0.77997,-0.19598,-0.61708,-0.69037,-0.67971,-0.5676,-0.40191,-0.98036,178.58255,435.87564,277.46918,400.01971,160.48134,180.93881,393.79385,184.9893,88.32785,103.77907,57.57732,143.33855,47.4782,81.49763,167.12453,60.01384
707,-3.969,-4.82,-6.083,0.21409,-5.831,-3.9,-1.16683,-5.263,16.27612,15.52143,8.11117,12.50548,10.69094,12.83209,18.89963,9.55863,-1.24006,-1.19935,-0.81139,0.03498,-1.48133,-1.20154,-0.43391,-1.34954,198.78716,564.34583,287.73166,600.61292,189.97682,249.33347,599.57642,206.60667,103.76585,-174.90327,104.38268,113.36151,-10.18552,96.84796,155.26711,87.45464
708,1.288,4.325,-0.163,-1.99339,1.342,-1.261,-1.53435,0.968,14.81328,14.27613,6.97261,12.50728,8.78885,11.54802,18.56439,8.22062,1.19967,1.06552,1.10991,0.53719,1.77431,0.95961,0.33313,1.53178,323.24579,582.93616,394.64157,760.52246,204.2513,331.36197,775.8252,273.21182,-40.47651,-65.80875,-44.41628,-208.56993,-3.45042,-55.67486,-216.65668,-13.4531
709,-2.88,-1.803,-2.912,-2.9353,-1.882,-2.747,-2.56553,-1.697,16.02348,15.29689,7.72012,12.98539,9.78723,12.46601,19.00675,9.55702,-1.04557,-0.64139,-0.94642,-0.63443,-0.71918,-0.57756,-0.09925,-1.09198,236.4948,402.20563,330.90665,485.96014,152.15573,225.78722,515.57037,234.08704,84.82288,493.69061,121.50542,183.35298,88.41496,59.39323,30.33284,119.92751
710,-0.96,-0.772,-1.123,-1.13595,0.903,-1.356,-0.44644,1.617,14.77839,14.51506,6.68552,12.11907,9.16898,11.46914,18.29831,8.25781,0.40879,0.1793,0.44251,0.38008,0.39794,0.19286,-0.0643,0.37197,289.14389,493.48065,334.37909,574.61133,196.32364,291.36581,609.64618,263.44891,18.7655,163.61542,50.00719,48.12907,37.97554,5.75492,27.59272,42.9762
711,0.182,3.194,-2.091,-0.6949,2.31,-2.921,-1.16248,2.186,14.91593,14.45151,7.13944,12.35018,9.20818,11.61514,18.45806,8.16241,1.04355,0.77857,1.16724,1.11488,1.27711,0.75568,0.2931,1.31253,297.12827,585.35376,339.7886,557.69452,202.85466,305.29428,620.60504,276.69626,17.84822,-31.8954,-8.17323,-67.44514,-11.93612,-11.04603,-47.83846,10.58602
712,-2.682,-2.381,-2.892,-3.03499,-0.854,-3.381,-2.46928,-0.468,16.12446,15.36343,7.67671,12.93197,9.76848,12.46624,19.00891,9.54435,-1.13397,-0.72009,-0.91042,-0.51927,-0.65212,-0.57896,-0.02714,-1.05551,254.03305,400.05981,320.28391,480.12323,161.38223,232.99437,506.67044,234.50246,58.96655,524.38342,159.60927,235.36565,84.52474,60.0961,45.47017,136.31409
713,-1.043,-0.575,-0.513,-0.20571,-0.521,-0.963,-0.14715,-0.326,15.24193,14.88509,6.8236,12.31633,9.85079,11.73957,18.11515,8.98323,-0.51934,-0.24755,-0.46549,-0.08104,-0.44505,-0.62046,-0.20024,-0.739,272.05072,483.59326,307.14548,580.5116,169.05595,340.31155,754.28516,213.12393,22.54444,184.38803,104.57851,361.07214,64.78597,-35.85827,76.14519,95.1188
714,0.715,-1.885,-0.965,0.48006,-0.036,0.41,0.37047,0.699,15.04804,14.75073,6.76366,12.05371,9.53031,11.58901,17.98625,8.3545,-0.22112,-0.20859,0.32241,0.36008,-0.02499,0.00289,0.26047,0.15862,238.60406,521.672,412.84842,697.37738,187.15678,307.94864,650.48132,245.82068,185.94484,268.48627,97.76086,116.70265,112.90449,246.42586,226.83417,157.79613
715,0.763,0.659,-0.093,-0.48274,2.042,-0.535,0.19493,2.587,14.84605,14.39355,7.02909,12.04188,9.4394,11.44629,18.15751,7.97121,0.53478,0.76383,0.6744,1.18837,1.08935,0.22013,0.11051,0.87504,309.32108,504.25229,333.36566,549.35022,185.82234,346.01205,706.75366,294.09747,81.16972,57.30041,12.95761,-3.83429,18.30002,26.06074,-23.50046,-13.8881
716,1.553,5.782,-1.798,-1.39636,2.494,-1.323,-1.29096,2.184,14.79913,14.34333,6.95855,12.31667,9.05026,11.50291,18.39817,8.08471,0.88598,0.87083,0.93818,0.82719,1.47472,0.64807,0.29213,1.25701,309.88818,557.42859,366.06528,688.28223,200.96785,322.6369,743.79449,285.14987,22.396,0.67216,-4.72272,-129.63654,5.53211,1.8962,-131.93311,-7.3575
717,-2.002,-2.588,-0.968,-0.94649,-1.33,-1.347,1.2539,-0.817,14.97825,14.89823,7.12392,12.34497,9.64105,11.32661,17.29435,8.85007,-0.52912,-0.75548,-0.69744,-0.1376,-0.64969,-0.24075,0.56244,-0.87191,291.33334,296.92163,318.20581,526.03204,212.55632,268.65369,739.2951,195.5593,-21.56326,191.50897,32.97139,120.16005,27.61046,42.83871,-64.89551,97.00886
718,-2.339,-2.336,0.044,-1.09957,0.737,-1.697,-0.80478,1.502,14.53551,14.7315,6.30507,11.43195,8.79416,11.36145,18.22498,7.78776,0.2996,-0.56295,0.3153,0.41626,0.02737,0.40953,0.42447,0.21732,299.54279,432.42404,349.96753,495.71371,179.4054,230.38501,434.9035,250.72453,78.95856,382.18799,93.66918,101.95776,55.74133,126.11365,165.37238,80.88081
719,3.648,1.485,2.824,-1.2118,0.671,4.039,0.17796,1.396,15.5825,15.62652,6.66921,11.66754,9.0105,11.74726,17.7708,8.69306,0.54694,0.09723,0.53334,0.06405,0.33424,0.54305,0.71977,0.49215,498.88638,489.4491,443.05249,742.48267,210.34758,441.22525,870.50201,304.59647,-242.61528,244.8029,-40.20468,-4.44895,72.06652,-119.51804,-215.94661,-27.3661
720,-0.111,-3.926,1.393,0.66938,-1.876,1.706,1.3437,-0.966,15.43691,15.04606,6.92671,12.27237,9.9486,11.66212,18.14777,8.91693,0.09737,-0.36908,0.4729,0.6374,-0.05255,0.5708,0.87031,0.12454,215.13727,384.95032,413.888,729.53339,134.75267,287.91797,618.37207,264.13947,115.32768,115.43668,23.66356,7.93295,76.48827,21.66682,110.77853,55.18352
721,-2.585,-0.063,-1.442,-1.30639,1.025,-3.064,-1.79559,1.367,14.53728,14.1823,6.65515,12.47879,8.90142,11.2929,18.3898,8.19479,0.83345,0.55274,0.89818,0.35739,0.75629,0.53853,-0.14916,0.84407,283.33987,472.3082,338.38507,642.58734,225.65121,285.12689,638.06824,276.53372,-12.36322,111.90697,9.66782,-90.69276,20.99044,-22.52198,-102.79159,0.13997
722,-1.608,1.146,-2.273,-1.10527,0.931,-2.802,-1.49625,0.973,14.51082,14.26377,6.67976,12.66772,8.80803,11.27271,18.39917,8.0364,1.14155,0.40102,1.38542,0.62668,0.93145,0.91337,0.2442,1.2263,278.6351,512.60608,327.4881,606.82056,218.32028,260.77335,595.71924,266.04578,-0.43972,65.10995,1.2457,-86.89202,23.00478,7.56924,-102.40138,3.12397
